emp_id,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,salary,Country,City,Age,Job_Level,Hire_Year,Tenure_Years,Years_Since_Hire,Is_Active,Performance_Score,Salary_Band,Hire_Month,Hire_Quarter
EMP-00153,Mr Lucie Jennings,HR,Recruiter,26-09-2024,Good,22,Active,Hybrid,111260,Italy,Milan,21,Director,2024,1.9,2,1,3,High,9,3
EMP-00154,Lesley Baker,Finance,CFO,16-08-2015,Excellent,12,Resigned,Remote,106314,Germany,Berlin,40,Senior,2015,11,11,0,4,High,8,3
EMP-00155,Anastasia Collin,HR,HR Manager,02-01-2021,Good,7,Resigned,Hybrid,190163,Germany,Munich,46,Mid,2021,5.6,5,0,3,High,1,1
EMP-00156,Mrs Lauren Young,Sales,Regional Lead,18-05-2020,Good,0,Active,On-site,81785,United Kingdom,Leeds,37,Junior,2020,6.2,6,1,3,Medium,5,2
EMP-00157,Mrs Abdul Sureda,Finance,Finance Manager,10-05-2013,Good,22,Active,On-site,88990,United Kingdom,Birmingham,39,Senior,2013,13.2,13,1,3,Medium,5,2
EMP-00158,Dipl.-Ing. Lesley Foster,Sales,Regional Lead,13-09-2024,Needs Improvement,10,Active,Hybrid,76941,Spain,Madrid,26,Junior,2024,1.9,2,1,1,Medium,9,3
EMP-00159,Mr Lindsey Gough,HR,HR Director,31-05-2011,Satisfactory,14,Active,Hybrid,35000,Spain,Valencia,33,Senior,2011,15.2,15,1,2,Low,5,2
EMP-00160,Theodor Young,Sales,Business Development,02-04-2010,Excellent,5,Active,On-site,80763,France,Paris,50,Mid,2010,16.3,16,1,4,Medium,4,2
EMP-00161,Jenny Carretero,Finance,Finance Manager,15-03-2024,Good,0,Active,Remote,46547,United Kingdom,Birmingham,34,Senior,2024,2.4,2,1,3,Low,3,1
EMP-00162,Hortense Renier,IT,Software Developer,05-08-2015,Good,4,Active,Hybrid,77817,France,Paris,39,Mid,2015,11,11,1,3,Medium,8,3
EMP-00163,Prof. Heinz Van Den Nuwenhuysen,IT,Data Engineer,20-12-2019,Satisfactory,28,Active,On-site,80431,Germany,Munich,33,Senior,2019,6.6,7,1,2,Medium,12,4
EMP-00164,Prof. Gina Joubert,Sales,Sales Executive,19-02-2020,Satisfactory,20,Active,Hybrid,111373,United Kingdom,Manchester,50,Senior,2020,6.5,6,1,2,High,2,1
EMP-00165,Valentina Hopkins,IT,System Admin,06-02-2013,Good,19,Active,Remote,47210,Germany,Berlin,36,Senior,2013,13.5,13,1,3,Low,2,1
EMP-00166,Gianluigi Tomas,Sales,Sales Manager,13-12-2017,Good,12,Active,Remote,66307,Netherlands,The Hague,26,Senior,2017,8.6,9,1,3,Medium,12,4
EMP-00167,Sig.Ra Linus-Reinhold Besnard,HR,Talent Specialist,31-07-2014,Satisfactory,8,Active,On-site,133075,United Kingdom,Birmingham,51,Director,2014,12,12,1,2,High,7,3
EMP-00168,Annamaria Green,IT,Data Engineer,17-04-2023,Satisfactory,34,Active,Hybrid,124317,United Kingdom,London,54,Junior,2023,3.3,3,1,2,High,4,2
EMP-00169,Heinz Reed,Finance,Financial Analyst,24-11-2021,Good,0,Active,Remote,83733,Netherlands,The Hague,28,Junior,2021,4.7,5,1,3,Medium,11,4
EMP-00170,Sig.Ra Gilbert Eimer,Sales,Sales Manager,22-04-2022,Excellent,20,Resigned,On-site,100784,Germany,Frankfurt,38,Mid,2022,4.3,4,0,4,High,4,2
EMP-00171,Prof. Luce Eimer,Finance,Accountant,14-06-2014,Good,30,Active,Remote,71438,Spain,Madrid,47,Senior,2014,12.1,12,1,3,Medium,6,2
EMP-00172,Olivia Collin,Sales,Regional Lead,16-09-2014,Excellent,17,Active,Hybrid,35000,Italy,Venice,39,Senior,2014,11.9,12,1,4,Low,9,3
EMP-00173,Dott. Eckehard Wilson,Operations,Operations Director,19-06-2012,Satisfactory,21,Active,On-site,90175,France,Lyon,48,Director,2012,14.1,14,1,2,Medium,6,2
EMP-00174,Jan Green,Finance,CFO,20-08-2014,Good,31,Active,Hybrid,62352,Poland,Poznan,30,Senior,2014,12,12,1,3,Medium,8,3
EMP-00175,Dipl.-Ing. Lindsey Carretero,Operations,Operations Analyst,10-09-2020,Excellent,17,Active,Hybrid,39043,Netherlands,Amsterdam,38,Senior,2020,5.9,6,1,4,Low,9,3
EMP-00176,Sig.Ra Reinhold Garcia,HR,HR Manager,02-06-2014,Satisfactory,8,Resigned,Hybrid,35000,France,Paris,27,Mid,2014,12.2,12,0,2,Low,6,2
EMP-00177,Dr. Olivia Wirth,Sales,Regional Lead,06-04-2012,Excellent,32,Active,Hybrid,84176,Italy,Turin,23,Junior,2012,14.3,14,1,4,Medium,4,2
EMP-00178,Prof. Tina Gough,IT,Software Developer,18-11-2008,Excellent,35,Active,Remote,116536,Italy,Rome,32,Mid,2008,17.7,18,1,4,High,11,4
EMP-00179,Gilbert Colas,HR,HR Director,08-01-2010,Excellent,28,Active,On-site,46774,United Kingdom,London,47,Senior,2010,16.6,16,1,4,Low,1,1
EMP-00180,Lucie Denis,Operations,Operations Director,16-03-2016,Good,19,Active,Remote,83488,United Kingdom,London,38,Director,2016,10.4,10,1,3,Medium,3,1
EMP-00181,Dipl.-Ing. Sofia De Vries,Finance,Accountant,22-10-2018,Good,34,Active,On-site,65389,United Kingdom,Leeds,59,Mid,2018,7.8,8,1,3,Medium,10,4
EMP-00182,Univ.Prof. Eleanor Edwards,IT,DevOps Engineer,27-02-2011,Excellent,29,Active,Remote,71800,France,Nice,48,Mid,2011,15.4,15,1,4,Medium,2,1
EMP-00183,Dipl.-Ing. Patricia Koch,HR,Recruiter,17-01-2026,Good,35,Active,Remote,92601,United Kingdom,Birmingham,40,Junior,2026,0.6,0,1,3,Medium,1,1
EMP-00184,Univ.Prof. Lynn-Lauren Hellevoort,Sales,Business Development,14-03-2018,Good,6,Resigned,On-site,55753,Netherlands,Utrecht,33,Director,2018,8.4,8,0,3,Medium,3,1
EMP-00185,Dr. Jan Rees,IT,DevOps Engineer,06-06-2010,Good,9,Active,Remote,35000,United Kingdom,Birmingham,40,Senior,2010,16.2,16,1,3,Low,6,2
EMP-00186,Ernesto Sanchez,Finance,Finance Manager,11-05-2015,Satisfactory,20,Resigned,On-site,85108,France,Paris,28,Mid,2015,11.2,11,0,2,Medium,5,2
EMP-00187,Prof. Nora Sureda,Sales,Business Development,11-10-2014,Good,3,Active,On-site,59663,Spain,Barcelona,48,Director,2014,11.8,12,1,3,Medium,10,4
EMP-00188,Dylan Wilson,HR,HR Manager,18-01-2019,Satisfactory,24,Active,On-site,66611,Germany,Cologne,36,Mid,2019,7.6,7,1,2,Medium,1,1
EMP-00189,Sig.Ra Lauren Eimer,HR,Recruiter,27-04-2016,Satisfactory,18,Active,On-site,59574,Spain,Bilbao,31,Senior,2016,10.3,10,1,2,Medium,4,2
EMP-00190,Mr Gilbert Zwaben,Operations,Supply Chain,21-04-2017,Satisfactory,9,Active,On-site,85521,United Kingdom,Manchester,59,Senior,2017,9.3,9,1,2,Medium,4,2
EMP-00191,Dr. Wayne Knappe,HR,HR Director,25-09-2008,Satisfactory,7,Active,On-site,62423,Spain,Bilbao,35,Senior,2008,17.9,18,1,2,Medium,9,3
EMP-00192,Mrs Olivia Rees,IT,Software Developer,24-03-2010,Needs Improvement,16,Active,Hybrid,48393,United Kingdom,Manchester,45,Director,2010,16.4,16,1,1,Low,3,1
EMP-00193,Sig.Ra Dex Koch,Finance,Tax Specialist,10-03-2014,Good,1,Active,Hybrid,106845,Poland,Krakow,41,Mid,2014,12.4,12,1,3,High,3,1
EMP-00194,Dipl.-Ing. Nora Lindner,IT,System Admin,03-10-2012,Good,28,Active,Remote,91512,Netherlands,Amsterdam,38,Junior,2012,13.8,14,1,3,Medium,10,4
EMP-00195,Georges Moulin,HR,HR Coordinator,28-10-2010,Good,22,Active,On-site,97144,Spain,Valencia,29,Junior,2010,15.8,16,1,3,High,10,4
EMP-00196,Clara Trommler,IT,Software Developer,24-02-2021,Good,29,Resigned,On-site,127127,United Kingdom,Leeds,40,Director,2021,5.4,5,0,3,High,2,1
EMP-00197,Lesley Coolen,IT,Software Developer,24-01-2008,Good,21,Active,On-site,149617,Germany,Hamburg,46,Mid,2008,18.5,18,1,3,High,1,1
EMP-00198,Lauren Wieloch,Operations,Operations Manager,19-06-2010,Good,15,Active,Remote,123109,France,Lyon,44,Senior,2010,16.1,16,1,3,High,6,2
EMP-00199,Luce Schmidt,Sales,Business Development,03-05-2013,Good,13,Active,On-site,35000,Germany,Cologne,37,Senior,2013,13.3,13,1,3,Low,5,2
EMP-00200,Eckehard-Laurent Baker,Finance,CFO,19-10-2019,Good,17,Active,On-site,86406,Poland,Poznan,54,Director,2019,6.8,7,1,3,Medium,10,4
EMP-00201,Mrs Olivia Jennings,HR,HR Manager,25-04-2021,Good,12,Active,Hybrid,115439,Italy,Naples,47,Junior,2021,5.3,5,1,3,High,4,2
EMP-00202,Ernesto-Reinhold Lindner,Finance,Tax Specialist,11-09-2019,Satisfactory,25,Active,Remote,92513,Poland,Lodz,26,Senior,2019,6.9,7,1,2,Medium,9,3
EMP-00203,Hortense Ruggeri,HR,HR Manager,22-05-2023,Satisfactory,16,Active,Remote,66917,United Kingdom,London,52,Senior,2023,3.2,3,1,2,Medium,5,2
EMP-00204,Anna-Reinhold Zwaben,Finance,Finance Manager,22-06-2009,Excellent,19,Active,Remote,92470,Poland,Wroclaw,44,Mid,2009,17.1,17,1,4,Medium,6,2
EMP-00205,Prof. Gilbert Foster,Finance,Tax Specialist,17-07-2016,Good,35,Active,On-site,35000,Italy,Naples,44,Mid,2016,10.1,10,1,3,Low,7,3
EMP-00206,Miss Reinhold Schmidt,Operations,Operations Director,27-09-2023,Satisfactory,21,Resigned,On-site,92053,United Kingdom,London,48,Director,2023,2.9,3,0,2,Medium,9,3
EMP-00207,Dott. Elena Harris,Sales,Sales Director,14-02-2013,Good,30,Active,Hybrid,91883,United Kingdom,Leeds,41,Senior,2013,13.5,13,1,3,Medium,2,1
EMP-00208,Mr Wayne Foster,Finance,Finance Manager,28-07-2017,Good,25,Active,On-site,162359,Germany,Frankfurt,47,Junior,2017,9,9,1,3,High,7,3
EMP-00209,Florence Killer,Finance,Accountant,03-07-2009,Satisfactory,32,Active,On-site,74083,Italy,Rome,58,Mid,2009,17.1,17,1,2,Medium,7,3
EMP-00210,Felix-Laurent Rees,Sales,Business Development,17-03-2026,Satisfactory,33,Active,On-site,125696,Netherlands,Rotterdam,21,Director,2026,0.4,0,1,2,High,3,1
EMP-00211,Dr. Micha Lindner,IT,System Admin,28-09-2010,Needs Improvement,10,Active,Hybrid,47001,Netherlands,Eindhoven,35,Junior,2010,15.9,16,1,1,Low,9,3
EMP-00212,Dipl.-Ing. Anastasia-Franck Coolen,IT,Data Engineer,03-01-2015,Satisfactory,30,Active,On-site,56095,Spain,Seville,33,Junior,2015,11.6,11,1,2,Medium,1,1
EMP-00213,Miss Sara Killer,HR,HR Coordinator,11-01-2013,Satisfactory,8,Resigned,Hybrid,68750,Poland,Warsaw,36,Mid,2013,13.6,13,0,2,Medium,1,1
EMP-00214,Dipl.-Ing. Micha Rossi,Operations,Logistics,01-04-2014,Satisfactory,26,Active,On-site,77569,Germany,Hamburg,32,Mid,2014,12.4,12,1,2,Medium,4,2
EMP-00215,Dipl.-Ing. Micha De Vries,Finance,Finance Manager,11-12-2021,Good,19,Active,Hybrid,55627,Poland,Poznan,34,Mid,2021,4.7,5,1,3,Medium,12,4
EMP-00216,Reinhold Garcia,Operations,Supply Chain,21-07-2023,Good,34,Active,On-site,68088,Spain,Valencia,21,Junior,2023,3,3,1,3,Medium,7,3
EMP-00217,William Young,Sales,Regional Lead,15-11-2015,Satisfactory,17,Resigned,Hybrid,92033,Spain,Valencia,38,Mid,2015,10.7,11,0,2,Medium,11,4
EMP-00218,Dr. Lindsey Zwaben,HR,Recruiter,14-08-2024,Satisfactory,0,Active,On-site,55070,United Kingdom,Birmingham,32,Junior,2024,2,2,1,2,Medium,8,3
EMP-00219,Laurent Reed,Operations,Operations Analyst,01-06-2017,Satisfactory,22,Active,Hybrid,75163,Netherlands,Rotterdam,50,Senior,2017,9.2,9,1,2,Medium,6,2
EMP-00220,Morena Moreau,Sales,Regional Lead,23-09-2020,Satisfactory,0,Active,Hybrid,56928,Poland,Krakow,55,Senior,2020,5.9,6,1,2,Medium,9,3
EMP-00221,Sofia Besnard,Operations,Operations Analyst,12-02-2023,Excellent,15,Active,On-site,35000,United Kingdom,Birmingham,28,Junior,2023,3.5,3,1,4,Low,2,1
EMP-00222,Prof. Felix Harris,HR,HR Director,15-04-2017,Satisfactory,29,Active,On-site,35000,Spain,Seville,53,Director,2017,9.3,9,1,2,Low,4,2
EMP-00223,Xavier Hopkins,Sales,Sales Director,18-03-2023,Satisfactory,17,Resigned,On-site,42157,United Kingdom,Leeds,35,Senior,2023,3.4,3,0,2,Low,3,1
EMP-00224,Miss Lindsey Pages,HR,HR Director,11-11-2016,Excellent,0,Active,Remote,77380,Netherlands,Amsterdam,35,Director,2016,9.7,10,1,4,Medium,11,4
EMP-00225,Morena Moreau,IT,System Admin,29-01-2011,Good,22,Active,Hybrid,142259,United Kingdom,Birmingham,39,Senior,2011,15.5,15,1,3,High,1,1
EMP-00226,Eleanor-Laurent Ruggeri,Finance,Accountant,10-12-2011,Good,5,Active,On-site,54309,Netherlands,Amsterdam,42,Mid,2011,14.7,15,1,3,Low,12,4
EMP-00227,Dott. Nigel Garcia,IT,IT Manager,25-12-2022,Good,20,Active,Hybrid,90714,France,London,27,Mid,2022,3.6,4,1,3,Medium,12,4
EMP-00228,Mr Elena Ruggeri,IT,System Admin,02-06-2008,Good,12,Active,Hybrid,35000,Netherlands,Amsterdam,50,Mid,2008,18.2,18,1,3,Low,6,2
EMP-00229,Dipl.-Ing. Abdul Green,Finance,CFO,26-01-2017,Good,18,Active,On-site,74253,Germany,Berlin,52,Director,2017,9.5,9,1,3,Medium,1,1
EMP-00230,Eleanor Foster,Finance,Finance Manager,08-11-2011,Good,20,Active,On-site,102983,Germany,Berlin,27,Senior,2011,14.7,15,1,3,High,11,4
EMP-00231,Mrs Clara Rees,IT,IT Manager,22-12-2009,Needs Improvement,20,Active,Remote,127110,Germany,Frankfurt,51,Senior,2009,16.6,17,1,1,High,12,4
EMP-00232,Felix Stiebitz,Finance,CFO,06-10-2009,Satisfactory,16,Active,Remote,101812,United Kingdom,Birmingham,38,Senior,2009,16.8,17,1,2,High,10,4
EMP-00233,Dott. Jeanne Moreau,Sales,Sales Executive,09-10-2011,Good,22,Active,Remote,62675,Netherlands,The Hague,31,Senior,2011,14.8,15,1,3,Medium,10,4
EMP-00234,Miss Theodor Moreau,HR,HR Manager,02-11-2015,Good,23,Active,Remote,97307,Poland,Krakow,49,Senior,2015,10.8,11,1,3,High,11,4
EMP-00235,Tina Henk,Finance,Financial Analyst,22-11-2011,Good,7,Active,On-site,85732,United Kingdom,London,39,Mid,2011,14.7,15,1,3,Medium,11,4
EMP-00236,Lesley Eimer,Finance,CFO,02-12-2024,Good,17,Active,Hybrid,90885,Germany,Cologne,38,Senior,2024,1.7,2,1,3,Medium,12,4
EMP-00237,Mrs Patricia Green,HR,HR Coordinator,03-06-2022,Good,9,Active,Remote,68310,Spain,Seville,22,Junior,2022,4.2,4,1,3,Medium,6,2
EMP-00238,Elena Foster,IT,IT Manager,21-05-2011,Satisfactory,18,Active,Hybrid,80274,United Kingdom,Edinburgh,47,Mid,2011,15.2,15,1,2,Medium,5,2
EMP-00239,Mrs Valentina Knappe,IT,Data Engineer,06-04-2021,Good,31,Active,On-site,88567,Poland,Krakow,59,Mid,2021,5.3,5,1,3,Medium,4,2
EMP-00240,Morena Wilkinson,IT,IT Manager,11-04-2009,Satisfactory,9,Active,On-site,113951,Poland,Poznan,55,Mid,2009,17.3,17,1,2,High,4,2
EMP-00241,Dex Vidal,Sales,Sales Executive,17-10-2021,Good,17,Active,Hybrid,53378,United Kingdom,Edinburgh,40,Mid,2021,4.8,5,1,3,Low,10,4
EMP-00242,Mrs Gilbert Schmidt,HR,HR Director,28-07-2024,Good,25,Active,Remote,58283,France,Toulouse,52,Senior,2024,2,2,1,3,Medium,7,3
EMP-00243,Sig.Ra Olivia Henk,Operations,Operations Director,18-03-2015,Satisfactory,11,Active,Hybrid,103559,Poland,Poznan,43,Mid,2015,11.4,11,1,2,High,3,1
EMP-00244,Georges Nowak,Sales,Sales Director,14-09-2015,Good,5,Active,Hybrid,134202,United Kingdom,London,30,Mid,2015,10.9,11,1,3,High,9,3
EMP-00245,Prof. Lisanne-Gina Harris,Finance,Tax Specialist,08-11-2017,Good,0,Active,On-site,121903,United Kingdom,Manchester,23,Mid,2017,8.7,9,1,3,High,11,4
EMP-00246,Maartje Hopkins,Finance,Tax Specialist,08-09-2016,Excellent,13,Active,Hybrid,143831,Poland,Wroclaw,37,Junior,2016,9.9,10,1,4,High,9,3
EMP-00247,Prof. Reinhold-Valentina Gough,HR,Talent Specialist,04-07-2015,Satisfactory,29,Active,Hybrid,45632,Netherlands,Amsterdam,30,Senior,2015,11.1,11,1,2,Low,7,3
EMP-00248,Miss Patricia Renier,HR,HR Manager,25-03-2024,Excellent,0,Active,On-site,90715,France,Lyon,24,Mid,2024,2.4,2,1,4,Medium,3,1
EMP-00249,Dipl.-Ing. Florence Collin,HR,HR Coordinator,19-11-2022,Satisfactory,15,Active,On-site,171215,Italy,Milan,21,Mid,2022,3.7,4,1,2,High,11,4
EMP-00250,Dex Koch,Operations,Logistics,22-11-2010,Needs Improvement,18,Active,On-site,130479,Germany,Hamburg,42,Senior,2010,15.7,16,1,1,High,11,4
EMP-00251,Micha Schmidt,HR,HR Manager,14-05-2015,Good,34,Active,On-site,114082,Netherlands,Utrecht,41,Mid,2015,11.2,11,1,3,High,5,2
EMP-00252,Dex Jennings,IT,IT Manager,12-02-2016,Good,13,Active,Hybrid,72396,Germany,Frankfurt,47,Mid,2016,10.5,10,1,3,Medium,2,1
EMP-00253,Sara Moreau,HR,Talent Specialist,27-11-2018,Needs Improvement,19,Active,On-site,116150,Netherlands,The Hague,40,Director,2018,7.7,8,1,1,High,11,4
EMP-00254,Bernard Schmidt,Sales,Regional Lead,08-04-2010,Satisfactory,21,Active,Hybrid,73990,Netherlands,Rotterdam,28,Mid,2010,16.3,16,1,2,Medium,4,2
EMP-00255,Dipl.-Ing. Laurent Wilkinson,Finance,Tax Specialist,05-11-2022,Satisfactory,16,Active,On-site,47395,United Kingdom,Birmingham,51,Mid,2022,3.8,4,1,2,Low,11,4
EMP-00256,Reinhold Pincherle,Finance,Tax Specialist,21-01-2012,Satisfactory,17,Active,On-site,35000,Germany,Frankfurt,38,Mid,2012,14.5,14,1,2,Low,1,1
EMP-00257,Univ.Prof. Anna Harris,IT,IT Manager,23-12-2008,Good,14,Active,Remote,85505,Germany,Hamburg,24,Senior,2008,17.6,18,1,3,Medium,12,4
EMP-00258,Mrs Ernesto Velderman,Operations,Operations Manager,30-07-2025,Satisfactory,9,Terminated,On-site,88062,Germany,Hamburg,43,Senior,2025,1,1,0,2,Medium,7,3
EMP-00259,Morena Schmidt,Finance,Tax Specialist,09-07-2018,Satisfactory,17,Active,Hybrid,145121,Poland,Wroclaw,44,Director,2018,8.1,8,1,2,High,7,3
EMP-00260,Prof. Sarah Eimer,HR,Talent Specialist,04-04-2025,Good,17,Active,On-site,151898,Spain,Madrid,53,Mid,2025,1.3,1,1,3,High,4,2
EMP-00261,Miss Jenny Pincherle,Sales,Sales Manager,27-04-2026,Satisfactory,12,Active,On-site,56004,United Kingdom,Birmingham,50,Mid,2026,0.3,0,1,2,Medium,4,2
EMP-00262,Elena Gough,Operations,Supply Chain,11-10-2018,Satisfactory,2,Resigned,Remote,35000,Italy,Naples,43,Mid,2018,7.8,8,0,2,Low,10,4
EMP-00263,Sig.Ra Tina Stiebitz,Sales,Sales Director,18-10-2010,Satisfactory,27,Active,On-site,35000,Spain,Madrid,21,Senior,2010,15.8,16,1,2,Low,10,4
EMP-00264,Olivia Zwaben,HR,Recruiter,23-10-2017,Good,20,Resigned,Hybrid,71518,France,Nice,41,Junior,2017,8.8,9,0,3,Medium,10,4
EMP-00265,Dipl.-Ing. Olivia Diallo,IT,Software Developer,21-04-2017,Excellent,3,Resigned,Remote,70287,France,Marseille,30,Senior,2017,9.3,9,0,4,Medium,4,2
EMP-00266,Annamaria Vidal,HR,HR Coordinator,29-05-2016,Excellent,11,Active,On-site,42165,United Kingdom,Edinburgh,21,Mid,2016,10.2,10,1,4,Low,5,2
EMP-00267,Sig.Ra Tina Gough,IT,DevOps Engineer,09-07-2015,Good,22,Active,Remote,83628,Poland,Poznan,44,Mid,2015,11.1,11,1,3,Medium,7,3
EMP-00268,Franck Killer,Operations,Operations Manager,12-08-2023,Good,25,Resigned,On-site,35000,Netherlands,Rotterdam,51,Senior,2023,3,3,0,3,Low,8,3
EMP-00269,Mrs Ernesto-Heinz Diallo,Operations,Operations Director,27-09-2013,Satisfactory,5,Active,On-site,109614,Netherlands,Rotterdam,47,Senior,2013,12.9,13,1,2,High,9,3
EMP-00270,Miss Anastasia Ruggeri,HR,Recruiter,29-06-2010,Satisfactory,33,Active,Hybrid,35000,Poland,Poznan,46,Mid,2010,16.1,16,1,2,Low,6,2
EMP-00271,Eleanor-Wayne Wirth,Sales,Regional Lead,21-10-2025,Good,0,Active,Remote,35000,United Kingdom,Birmingham,47,Mid,2025,0.8,1,1,3,Low,10,4
EMP-00272,Clara Coolen,Finance,CFO,09-01-2020,Satisfactory,29,Resigned,Hybrid,114222,Poland,Warsaw,41,Mid,2020,6.6,6,0,2,High,1,1
EMP-00273,Dr. Annamaria Hopkins,Operations,Supply Chain,17-08-2017,Good,5,Terminated,Remote,102599,Poland,Krakow,34,Senior,2017,9,9,0,3,High,8,3
EMP-00274,Sarah Lindner,IT,DevOps Engineer,27-12-2022,Satisfactory,22,Active,On-site,58598,Germany,Munich,41,Mid,2022,3.6,4,1,2,Medium,12,4
EMP-00275,Jenny Schmidt,Sales,Sales Executive,21-05-2019,Satisfactory,13,Active,Hybrid,181893,Spain,Madrid,22,Director,2019,7.2,7,1,2,High,5,2
EMP-00276,Dipl.-Ing. Hortense-Jan Rees,Finance,Finance Manager,08-09-2013,Good,20,Active,Remote,126764,United Kingdom,London,40,Mid,2013,12.9,13,1,3,High,9,3
EMP-00277,Univ.Prof. Bernard Erve,Operations,Logistics,26-09-2022,Good,24,Active,Hybrid,85398,Germany,Hamburg,51,Senior,2022,3.9,4,1,3,Medium,9,3
EMP-00278,Dott. Gianluigi Wilkinson,Operations,Supply Chain,26-11-2015,Good,31,Active,On-site,35000,United Kingdom,Manchester,32,Mid,2015,10.7,11,1,3,Low,11,4
EMP-00279,Dipl.-Ing. Lesley Sureda,Operations,Operations Manager,25-09-2018,Good,31,Active,Remote,47109,Poland,Lodz,28,Senior,2018,7.9,8,1,3,Low,9,3
EMP-00280,Gina Eimer,IT,Software Developer,29-10-2008,Good,14,Active,Remote,64066,United Kingdom,Birmingham,45,Senior,2008,17.8,18,1,3,Medium,10,4
EMP-00281,Univ.Prof. Lucie Foster,HR,HR Manager,15-12-2014,Satisfactory,7,Active,On-site,50918,France,Paris,37,Director,2014,11.6,12,1,2,Low,12,4
EMP-00282,Mrs Eckehard-Dex Henk,IT,IT Manager,01-06-2014,Needs Improvement,28,Active,On-site,35000,United Kingdom,Edinburgh,32,Mid,2014,12.2,12,1,1,Low,6,2
EMP-00283,Dipl.-Ing. Dex Hellevoort,Operations,Operations Analyst,05-12-2025,Satisfactory,32,Active,On-site,134216,Spain,Seville,59,Junior,2025,0.7,1,1,2,High,12,4
EMP-00284,Dott. Olivia Reed,IT,Data Engineer,09-08-2015,Excellent,24,Resigned,On-site,35000,United Kingdom,Edinburgh,51,Mid,2015,11,11,0,4,Low,8,3
EMP-00285,Olivia Nowak,Sales,Sales Manager,07-11-2009,Satisfactory,3,Active,On-site,66822,United Kingdom,Birmingham,45,Junior,2009,16.7,17,1,2,Medium,11,4
EMP-00286,Mr Reinhold Wieloch,Finance,CFO,26-03-2020,Satisfactory,13,Terminated,On-site,85680,United Kingdom,London,22,Senior,2020,6.4,6,0,2,Medium,3,1
EMP-00287,Abdul Wilson,HR,HR Manager,31-12-2017,Good,26,Active,Hybrid,124944,United Kingdom,Birmingham,38,Senior,2017,8.6,9,1,3,High,12,4
EMP-00288,William Harris,Operations,Operations Director,12-12-2008,Good,21,Active,On-site,83254,Netherlands,Rotterdam,54,Director,2008,17.7,18,1,3,Medium,12,4
EMP-00289,Dr. Felix Schmidt,HR,Talent Specialist,14-04-2009,Satisfactory,34,Active,Remote,35000,Germany,Cologne,47,Mid,2009,17.3,17,1,2,Low,4,2
EMP-00290,Theodor Van Den Nuwenhuysen,Sales,Sales Manager,03-08-2011,Good,19,Active,Remote,144654,Italy,Venice,42,Senior,2011,15,15,1,3,High,8,3
EMP-00291,Prof. Reinhold Colas,Operations,Supply Chain,04-07-2009,Excellent,25,Active,Hybrid,35000,Netherlands,Utrecht,43,Mid,2009,17.1,17,1,4,Low,7,3
EMP-00292,Jan Wilkinson,Sales,Sales Executive,27-07-2021,Good,11,Active,Hybrid,35000,United Kingdom,Birmingham,21,Director,2021,5,5,1,3,Low,7,3
EMP-00293,Maartje Edwards,Finance,Finance Manager,14-11-2020,Satisfactory,33,Active,On-site,99706,United Kingdom,Leeds,34,Mid,2020,5.7,6,1,2,High,11,4
EMP-00294,Mr Abdul Moulin,Finance,Accountant,18-07-2010,Good,10,Active,On-site,83177,Italy,Venice,29,Senior,2010,16.1,16,1,3,Medium,7,3
EMP-00295,Mrs Jenny Sanchez,Operations,Operations Manager,22-08-2010,Good,23,Resigned,Remote,110405,France,Paris,45,Mid,2010,16,16,0,3,High,8,3
EMP-00296,Dott. Olivia Bryan,Finance,Accountant,28-05-2014,Satisfactory,29,Active,Remote,35000,Poland,Krakow,40,Junior,2014,12.2,12,1,2,Low,5,2
EMP-00297,Eleanor Edwards,Finance,Finance Manager,20-02-2018,Good,5,Active,On-site,77150,Poland,Poznan,59,Senior,2018,8.5,8,1,3,Medium,2,1
EMP-00298,Olivia Foster,HR,HR Director,23-12-2022,Good,14,Active,On-site,87884,Italy,Venice,59,Senior,2022,3.6,4,1,3,Medium,12,4
EMP-00299,Miss Lauren Wilson,Operations,Operations Analyst,14-07-2011,Good,11,Resigned,Hybrid,140188,Italy,Naples,25,Junior,2011,15.1,15,0,3,High,7,3
EMP-00300,Univ.Prof. Maartje Hellevoort,Sales,Regional Lead,04-07-2012,Good,17,Resigned,Hybrid,35000,Italy,Rome,21,Senior,2012,14.1,14,0,3,Low,7,3
EMP-00301,Univ.Prof. Julia-Micha Green,IT,Software Developer,10-04-2016,Satisfactory,13,Active,On-site,35000,Spain,Madrid,30,Junior,2016,10.3,10,1,2,Low,4,2
EMP-00302,Ernesto Edwards,HR,HR Coordinator,08-12-2014,Satisfactory,17,Active,Hybrid,49311,Netherlands,The Hague,43,Senior,2014,11.7,12,1,2,Low,12,4
EMP-00303,Miss Wayne De Vries,Sales,Sales Manager,22-11-2020,Excellent,21,Active,On-site,94384,Germany,Frankfurt,44,Senior,2020,5.7,6,1,4,Medium,11,4
EMP-00304,Prof. Bernard Van Den Nuwenhuysen,Finance,Accountant,09-08-2019,Excellent,15,Resigned,On-site,59926,United Kingdom,Edinburgh,36,Mid,2019,7,7,0,4,Medium,8,3
